LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden,306000,29120,0.093,7.260,0.079,0.261,0.128,0.444,306.000
E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden,397500,44050,0.067,6.979,0.036,0.581,0.109,0.388,397.500
E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden,491000,39240,0.102,6.823,0.063,0.438,0.123,0.463,491.000
E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden,497475,51220,0.044,6.698,0.022,0.719,0.058,0.253,497.475
E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden,645000,48720,0.042,6.302,0.046,0.541,0.171,0.483,645.000
E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden,560000,48490,0.057,6.958,0.042,0.603,0.107,0.254,560.000
E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden,454750,47360,0.030,6.163,0.035,0.650,0.092,0.286,454.750
E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden,677500,53350,0.020,5.637,0.021,0.741,0.093,0.161,677.500
E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden,865000,50140,0.035,3.301,0.031,0.560,0.166,0.244,865.000
E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden,437000,47190,0.038,6.320,0.047,0.674,0.096,0.254,437.000
E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden,490000,49230,0.039,6.151,0.025,0.714,0.079,0.255,490.000
E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden,496000,47000,0.034,5.818,0.028,0.722,0.070,0.186,496.000
E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden,507500,49490,0.040,4.934,0.039,0.645,0.099,0.191,507.500
E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden,485000,40470,0.082,6.807,0.087,0.483,0.093,0.431,485.000
E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden,380950,42200,0.071,6.193,0.059,0.568,0.067,0.368,380.950
E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden,340000,37370,0.076,5.764,0.071,0.458,0.089,0.390,340.000
E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon,232500,38770,0.054,7.506,0.032,0.477,0.079,0.449,232.500
E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon,202000,35370,0.076,5.657,0.050,0.364,0.090,0.484,202.000
E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon,170000,35160,0.105,4.452,0.074,0.372,0.139,0.460,170.000
E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon,177500,37210,0.077,5.020,0.046,0.456,0.094,0.425,177.500
E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon,237475,39210,0.049,6.138,0.037,0.487,0.096,0.425,237.475
E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon,207500,38520,0.072,2.710,0.038,0.327,0.080,0.461,207.500
E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon,215000,38900,0.062,3.887,0.038,0.310,0.085,0.404,215.000
E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon,204000,37990,0.075,3.000,0.049,0.326,0.077,0.397,204.000
E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon,231250,39410,0.062,3.747,0.033,0.317,0.099,0.366,231.250
E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon,209000,35550,0.081,3.782,0.080,0.342,0.130,0.484,209.000
E01000985,Croydon 021A,E02000214,Croydon 021,E09000008,Croydon,287500,41210,0.054,3.056,0.029,0.306,0.160,0.295,287.500
E01000986,Croydon 021B,E02000214,Croydon 021,E09000008,Croydon,272500,41490,0.045,4.077,0.033,0.409,0.144,0.369,272.500
E01000987,Croydon 021C,E02000214,Croydon 021,E09000008,Croydon,280000,40860,0.045,3.453,0.037,0.299,0.157,0.308,280.000
E01000989,Croydon 018A,E02000211,Croydon 018,E09000008,Croydon,275000,40290,0.031,1.404,0.036,0.259,0.129,0.301,275.000
E01000990,Croydon 045A,E02006788,Croydon 045,E09000008,Croydon,198250,31910,0.108,3.144,0.074,0.185,0.113,0.437,198.250
E01000991,Croydon 018B,E02000211,Croydon 018,E09000008,Croydon,300000,40810,0.047,1.009,0.039,0.281,0.229,0.261,300.000
E01000992,Croydon 014A,E02000207,Croydon 014,E09000008,Croydon,240000,34310,0.101,2.709,0.055,0.236,0.076,0.500,240.000
E01000993,Croydon 021D,E02000214,Croydon 021,E09000008,Croydon,250000,39750,0.055,4.395,0.031,0.289,0.127,0.330,250.000
E01000994,Croydon 009A,E02000202,Croydon 009,E09000008,Croydon,227500,35170,0.093,2.487,0.043,0.287,0.103,0.707,227.500
E01000995,Croydon 009B,E02000202,Croydon 009,E09000008,Croydon,240000,33150,0.100,2.776,0.047,0.296,0.130,0.771,240.000
E01000996,Croydon 009C,E02000202,Croydon 009,E09000008,Croydon,220000,36090,0.067,3.455,0.045,0.318,0.100,0.758,220.000
E01000997,Croydon 009D,E02000202,Croydon 009,E09000008,Croydon,218750,34730,0.100,4.088,0.062,0.275,0.135,0.733,218.750
E01000998,Croydon 010A,E02000203,Croydon 010,E09000008,Croydon,140000,32520,0.098,4.265,0.040,0.315,0.082,0.718,140.000
E01000999,Croydon 009E,E02000202,Croydon 009,E09000008,Croydon,190000,33970,0.071,3.167,0.041,0.282,0.124,0.792,190.000
E01001000,Croydon 010B,E02000203,Croydon 010,E09000008,Croydon,268500,33930,0.096,4.088,0.050,0.314,0.096,0.756,268.500
E01001001,Croydon 013A,E02000206,Croydon 013,E09000008,Croydon,164250,32340,0.124,3.416,0.058,0.259,0.087,0.706,164.250
E01001002,Croydon 009F,E02000202,Croydon 009,E09000008,Croydon,208250,34430,0.075,3.120,0.052,0.293,0.100,0.753,208.250
E01001003,Croydon 010C,E02000203,Croydon 010,E09000008,Croydon,186000,33410,0.071,2.965,0.040,0.299,0.089,0.684,186.000
E01001004,Croydon 015A,E02000208,Croydon 015,E09000008,Croydon,180000,32910,0.085,2.611,0.044,0.293,0.049,0.718,180.000
E01001005,Croydon 019A,E02000212,Croydon 019,E09000008,Croydon,193500,31970,0.092,3.955,0.038,0.298,0.065,0.777,193.500
E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon,170000,33000,0.083,2.478,0.035,0.257,0.039,0.628,170.000
E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon,210000,32510,0.093,3.030,0.046,0.226,0.082,0.760,210.000
E01001008,Croydon 019B,E02000212,Croydon 019,E09000008,Croydon,172500,31030,0.102,3.131,0.057,0.203,0.085,0.636,172.500
E01001009,Croydon 019C,E02000212,Croydon 019,E09000008,Croydon,202500,32860,0.069,3.745,0.031,0.316,0.070,0.793,202.500
E01001010,Croydon 019D,E02000212,Croydon 019,E09000008,Croydon,185000,29640,0.101,3.109,0.081,0.171,0.088,0.520,185.000
E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon,187500,31020,0.093,5.619,0.049,0.292,0.061,0.751,187.500
E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon,245000,30200,0.124,7.098,0.059,0.302,0.066,0.742,245.000
E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon,162000,28220,0.139,6.709,0.084,0.222,0.099,0.662,162.000
E01001014,Croydon 024A,E02000217,Croydon 024,E09000008,Croydon,167995,33210,0.082,6.322,0.048,0.345,0.056,0.591,167.995
E01001015,Croydon 041A,E02000234,Croydon 041,E09000008,Croydon,355000,40450,0.078,2.546,0.051,0.284,0.112,0.203,355.000
E01001016,Croydon 041B,E02000234,Croydon 041,E09000008,Croydon,239000,41870,0.048,1.846,0.030,0.342,0.182,0.213,239.000
E01001017,Croydon 043A,E02000236,Croydon 043,E09000008,Croydon,395000,45810,0.048,1.778,0.020,0.402,0.183,0.118,395.000
E01001018,Croydon 044A,E02000237,Croydon 044,E09000008,Croydon,303500,41730,0.050,1.752,0.034,0.292,0.195,0.080,303.500
E01001019,Croydon 044B,E02000237,Croydon 044,E09000008,Croydon,355250,43320,0.048,2.041,0.040,0.346,0.214,0.138,355.250
E01001020,Croydon 044C,E02000237,Croydon 044,E09000008,Croydon,250000,40510,0.043,2.219,0.045,0.279,0.194,0.164,250.000
E01001021,Croydon 044D,E02000237,Croydon 044,E09000008,Croydon,212500,34410,0.101,1.276,0.083,0.181,0.224,0.194,212.500
E01001022,Croydon 044E,E02000237,Croydon 044,E09000008,Croydon,270000,41260,0.056,1.437,0.049,0.263,0.274,0.127,270.000
E01001023,Croydon 041C,E02000234,Croydon 041,E09000008,Croydon,190000,38720,0.071,3.764,0.056,0.262,0.165,0.313,190.000
E01001024,Croydon 043B,E02000236,Croydon 043,E09000008,Croydon,220000,43280,0.053,2.847,0.022,0.347,0.124,0.200,220.000
E01001025,Croydon 043C,E02000236,Croydon 043,E09000008,Croydon,267500,43050,0.047,2.977,0.029,0.278,0.170,0.157,267.500
E01001026,Croydon 043D,E02000236,Croydon 043,E09000008,Croydon,249000,41320,0.036,2.483,0.042,0.241,0.134,0.121,249.000
E01001027,Croydon 043E,E02000236,Croydon 043,E09000008,Croydon,482500,44970,0.040,1.943,0.032,0.324,0.121,0.206,482.500
E01001028,Croydon 038A,E02000231,Croydon 038,E09000008,Croydon,575000,50720,0.047,1.253,0.042,0.419,0.201,0.383,575.000
E01001029,Croydon 038B,E02000231,Croydon 038,E09000008,Croydon,430000,47150,0.042,2.996,0.051,0.407,0.181,0.312,430.000
E01001030,Croydon 038C,E02000231,Croydon 038,E09000008,Croydon,427500,49700,0.028,2.537,0.033,0.436,0.138,0.347,427.500
E01001031,Croydon 038D,E02000231,Croydon 038,E09000008,Croydon,447500,48800,0.052,2.248,0.033,0.418,0.141,0.238,447.500
E01001032,Croydon 035A,E02000228,Croydon 035,E09000008,Croydon,425000,48580,0.027,1.648,0.039,0.426,0.254,0.185,425.000
E01001033,Croydon 031A,E02000224,Croydon 031,E09000008,Croydon,239500,40050,0.077,3.419,0.037,0.387,0.124,0.351,239.500
E01001034,Croydon 031B,E02000224,Croydon 031,E09000008,Croydon,195000,40410,0.054,3.395,0.027,0.396,0.090,0.283,195.000
E01001035,Croydon 027A,E02000220,Croydon 027,E09000008,Croydon,185500,39610,0.072,3.588,0.040,0.452,0.107,0.381,185.500
E01001036,Croydon 029A,E02000222,Croydon 029,E09000008,Croydon,277500,44880,0.051,2.143,0.036,0.505,0.202,0.316,277.500
E01001037,Croydon 029B,E02000222,Croydon 029,E09000008,Croydon,208000,39030,0.074,5.632,0.029,0.382,0.070,0.356,208.000
E01001038,Croydon 029C,E02000222,Croydon 029,E09000008,Croydon,170000,39850,0.057,3.556,0.041,0.434,0.073,0.346,170.000
E01001039,Croydon 029D,E02000222,Croydon 029,E09000008,Croydon,435000,45740,0.043,2.169,0.030,0.484,0.162,0.235,435.000
E01001040,Croydon 029E,E02000222,Croydon 029,E09000008,Croydon,220000,39980,0.065,4.007,0.028,0.385,0.078,0.286,220.000
E01001041,Croydon 031C,E02000224,Croydon 031,E09000008,Croydon,210000,38130,0.081,3.339,0.039,0.347,0.072,0.365,210.000
E01001042,Croydon 024B,E02000217,Croydon 024,E09000008,Croydon,204000,35040,0.090,6.779,0.035,0.344,0.045,0.443,204.000
E01001043,Croydon 027B,E02000220,Croydon 027,E09000008,Croydon,185000,35480,0.076,6.831,0.031,0.393,0.037,0.498,185.000
E01001044,Croydon 023A,E02000216,Croydon 023,E09000008,Croydon,266000,43380,0.064,2.789,0.035,0.558,0.183,0.442,266.000
E01001045,Croydon 027C,E02000220,Croydon 027,E09000008,Croydon,203000,37150,0.096,6.574,0.051,0.411,0.113,0.415,203.000
E01001046,Croydon 023B,E02000216,Croydon 023,E09000008,Croydon,193500,43550,0.050,4.477,0.027,0.615,0.142,0.595,193.500
E01001047,Croydon 027D,E02000220,Croydon 027,E09000008,Croydon,224750,37160,0.058,5.627,0.045,0.407,0.100,0.348,224.750
E01001048,Croydon 020C,E02000213,Croydon 020,E09000008,Croydon,172500,35430,0.088,7.410,0.033,0.448,0.058,0.632,172.500
E01001049,Croydon 023C,E02000216,Croydon 023,E09000008,Croydon,380000,47420,0.048,2.910,0.040,0.543,0.205,0.508,380.000
E01001050,Croydon 023D,E02000216,Croydon 023,E09000008,Croydon,213000,39050,0.067,6.671,0.075,0.449,0.233,0.493,213.000
E01001051,Croydon 030A,E02000223,Croydon 030,E09000008,Croydon,163000,27660,0.116,2.744,0.065,0.116,0.141,0.361,163.000
E01001052,Croydon 030B,E02000223,Croydon 030,E09000008,Croydon,158000,28060,0.140,2.602,0.057,0.126,0.087,0.381,158.000
E01001053,Croydon 032A,E02000225,Croydon 032,E09000008,Croydon,163000,29670,0.082,3.000,0.064,0.133,0.116,0.228,163.000
E01001054,Croydon 030C,E02000223,Croydon 030,E09000008,Croydon,163000,27660,0.117,3.009,0.071,0.133,0.133,0.319,163.000
E01001055,Croydon 032B,E02000225,Croydon 032,E09000008,Croydon,105000,27650,0.114,3.000,0.087,0.105,0.151,0.245,105.000
E01001056,Croydon 030D,E02000223,Croydon 030,E09000008,Croydon,162000,26850,0.162,3.000,0.059,0.126,0.056,0.391,162.000
E01001057,Croydon 030E,E02000223,Croydon 030,E09000008,Croydon,0,26170,0.183,3.000,0.050,0.141,0.037,0.459,0.000
E01001058,Croydon 034A,E02000227,Croydon 034,E09000008,Croydon,213250,38790,0.060,2.507,0.044,0.304,0.149,0.188,213.250
E01001059,Croydon 034B,E02000227,Croydon 034,E09000008,Croydon,160000,37840,0.044,2.079,0.037,0.276,0.126,0.174,160.000
E01001060,Croydon 034C,E02000227,Croydon 034,E09000008,Croydon,185000,37580,0.052,2.500,0.031,0.253,0.125,0.197,185.000
E01001061,Croydon 034D,E02000227,Croydon 034,E09000008,Croydon,153000,35480,0.067,1.853,0.052,0.220,0.116,0.240,153.000
E01001062,Croydon 026A,E02000219,Croydon 026,E09000008,Croydon,380400,44180,0.029,2.902,0.034,0.367,0.223,0.301,380.400
E01001063,Croydon 026B,E02000219,Croydon 026,E09000008,Croydon,242500,42790,0.048,2.747,0.036,0.363,0.159,0.263,242.500
E01001064,Croydon 026C,E02000219,Croydon 026,E09000008,Croydon,310000,43330,0.044,2.074,0.041,0.349,0.220,0.288,310.000
E01001065,Croydon 034E,E02000227,Croydon 034,E09000008,Croydon,169000,38240,0.056,2.229,0.040,0.282,0.199,0.156,169.000
E01001066,Croydon 034F,E02000227,Croydon 034,E09000008,Croydon,197500,32900,0.108,1.322,0.064,0.186,0.109,0.399,197.500
E01001067,Croydon 041D,E02000234,Croydon 041,E09000008,Croydon,380000,47080,0.042,1.570,0.023,0.456,0.164,0.274,380.000
E01001068,Croydon 042A,E02000235,Croydon 042,E09000008,Croydon,360000,43280,0.058,2.231,0.033,0.362,0.131,0.220,360.000
E01001069,Croydon 040A,E02000233,Croydon 040,E09000008,Croydon,262500,43000,0.041,1.822,0.040,0.412,0.184,0.232,262.500
E01001070,Croydon 040B,E02000233,Croydon 040,E09000008,Croydon,249950,40030,0.083,1.036,0.054,0.276,0.189,0.289,249.950
E01001071,Croydon 042B,E02000235,Croydon 042,E09000008,Croydon,267500,42650,0.049,1.687,0.030,0.296,0.105,0.163,267.500
E01001072,Croydon 042C,E02000235,Croydon 042,E09000008,Croydon,535000,48240,0.050,0.345,0.043,0.406,0.238,0.153,535.000
E01001073,Croydon 037A,E02000230,Croydon 037,E09000008,Croydon,248000,42130,0.063,2.649,0.040,0.397,0.126,0.258,248.000
E01001074,Croydon 041E,E02000234,Croydon 041,E09000008,Croydon,242500,40270,0.066,3.202,0.037,0.336,0.099,0.307,242.500
E01001075,Croydon 040C,E02000233,Croydon 040,E09000008,Croydon,239000,41150,0.055,2.395,0.032,0.339,0.135,0.182,239.000
E01001076,Croydon 036A,E02000229,Croydon 036,E09000008,Croydon,198250,29060,0.111,2.720,0.059,0.130,0.113,0.268,198.250
E01001077,Croydon 032C,E02000225,Croydon 032,E09000008,Croydon,215000,33200,0.060,3.092,0.041,0.179,0.136,0.165,215.000
E01001078,Croydon 032D,E02000225,Croydon 032,E09000008,Croydon,182500,30600,0.103,2.877,0.053,0.145,0.105,0.250,182.500
E01001079,Croydon 036B,E02000229,Croydon 036,E09000008,Croydon,185000,28800,0.104,2.618,0.068,0.130,0.132,0.221,185.000
E01001080,Croydon 036C,E02000229,Croydon 036,E09000008,Croydon,172735,26870,0.139,2.518,0.094,0.100,0.161,0.290,172.735
E01001081,Croydon 036D,E02000229,Croydon 036,E09000008,Croydon,169000,28590,0.114,2.563,0.055,0.083,0.141,0.231,169.000
E01001082,Croydon 032E,E02000225,Croydon 032,E09000008,Croydon,189000,30140,0.102,2.530,0.052,0.133,0.103,0.225,189.000
E01001083,Croydon 003A,E02000196,Croydon 003,E09000008,Croydon,300000,39070,0.069,2.651,0.038,0.365,0.170,0.600,300.000
E01001084,Croydon 002A,E02000195,Croydon 002,E09000008,Croydon,375000,41540,0.053,2.362,0.043,0.418,0.182,0.486,375.000
E01001085,Croydon 004A,E02000197,Croydon 004,E09000008,Croydon,272475,35480,0.065,4.275,0.058,0.329,0.161,0.671,272.475
E01001086,Croydon 003B,E02000196,Croydon 003,E09000008,Croydon,272500,37210,0.070,2.651,0.053,0.347,0.136,0.653,272.500
E01001087,Croydon 003C,E02000196,Croydon 003,E09000008,Croydon,200000,34890,0.098,3.818,0.048,0.327,0.110,0.656,200.000
E01001088,Croydon 004B,E02000197,Croydon 004,E09000008,Croydon,242500,36060,0.071,2.200,0.037,0.293,0.104,0.672,242.500
E01001089,Croydon 004C,E02000197,Croydon 004,E09000008,Croydon,238750,33800,0.098,3.784,0.052,0.268,0.123,0.623,238.750
E01001090,Croydon 004D,E02000197,Croydon 004,E09000008,Croydon,200000,34460,0.072,3.744,0.044,0.347,0.095,0.638,200.000
E01001091,Croydon 004E,E02000197,Croydon 004,E09000008,Croydon,170000,39340,0.078,1.872,0.038,0.376,0.149,0.604,170.000
E01001092,Croydon 037B,E02000230,Croydon 037,E09000008,Croydon,364000,45710,0.064,2.128,0.056,0.405,0.225,0.338,364.000
E01001093,Croydon 037C,E02000230,Croydon 037,E09000008,Croydon,212500,41660,0.050,2.958,0.031,0.366,0.122,0.425,212.500
E01001094,Croydon 038E,E02000231,Croydon 038,E09000008,Croydon,768912,52190,0.039,1.462,0.045,0.468,0.197,0.342,768.912
E01001095,Croydon 031D,E02000224,Croydon 031,E09000008,Croydon,220000,39870,0.056,3.338,0.025,0.342,0.078,0.339,220.000
E01001096,Croydon 037D,E02000230,Croydon 037,E09000008,Croydon,402500,46540,0.029,2.350,0.028,0.442,0.161,0.289,402.500
E01001097,Croydon 037E,E02000230,Croydon 037,E09000008,Croydon,196000,39910,0.047,4.299,0.050,0.390,0.148,0.329,196.000
E01001098,Croydon 037F,E02000230,Croydon 037,E09000008,Croydon,417000,47610,0.050,2.236,0.025,0.462,0.174,0.232,417.000
E01001099,Croydon 040D,E02000233,Croydon 040,E09000008,Croydon,248000,40470,0.074,3.142,0.036,0.363,0.092,0.279,248.000
E01001100,Croydon 031E,E02000224,Croydon 031,E09000008,Croydon,330000,42050,0.032,3.415,0.039,0.415,0.144,0.238,330.000
E01001101,Croydon 035B,E02000228,Croydon 035,E09000008,Croydon,377500,48560,0.040,1.100,0.020,0.379,0.165,0.167,377.500
E01001102,Croydon 035C,E02000228,Croydon 035,E09000008,Croydon,322500,46290,0.022,1.936,0.049,0.377,0.267,0.202,322.500
E01001103,Croydon 039A,E02000232,Croydon 039,E09000008,Croydon,342250,42710,0.043,1.584,0.049,0.303,0.235,0.177,342.250
E01001104,Croydon 042D,E02000235,Croydon 042,E09000008,Croydon,297500,46550,0.050,2.014,0.028,0.380,0.142,0.205,297.500
E01001105,Croydon 039B,E02000232,Croydon 039,E09000008,Croydon,256500,38640,0.054,1.706,0.047,0.203,0.143,0.156,256.500
E01001106,Croydon 039C,E02000232,Croydon 039,E09000008,Croydon,282500,39870,0.056,1.633,0.052,0.221,0.142,0.187,282.500
E01001107,Croydon 035D,E02000228,Croydon 035,E09000008,Croydon,415000,48460,0.051,1.859,0.020,0.463,0.189,0.267,415.000
E01001108,Croydon 035E,E02000228,Croydon 035,E09000008,Croydon,357500,50180,0.041,1.457,0.027,0.458,0.198,0.196,357.500
E01001109,Croydon 013B,E02000206,Croydon 013,E09000008,Croydon,165000,31230,0.092,3.816,0.067,0.293,0.143,0.566,165.000
E01001110,Croydon 020D,E02000213,Croydon 020,E09000008,Croydon,200000,31950,0.096,5.797,0.057,0.357,0.046,0.642,200.000
E01001111,Croydon 010D,E02000203,Croydon 010,E09000008,Croydon,181100,33320,0.087,4.510,0.049,0.266,0.080,0.655,181.100
E01001112,Croydon 013C,E02000206,Croydon 013,E09000008,Croydon,145250,31860,0.122,4.554,0.055,0.259,0.093,0.625,145.250
E01001113,Croydon 013D,E02000206,Croydon 013,E09000008,Croydon,143000,32500,0.103,4.240,0.043,0.332,0.071,0.631,143.000
E01001114,Croydon 013E,E02000206,Croydon 013,E09000008,Croydon,183750,30990,0.138,3.928,0.055,0.231,0.061,0.678,183.750
E01001115,Croydon 015B,E02000208,Croydon 015,E09000008,Croydon,159000,29600,0.121,3.562,0.078,0.235,0.110,0.706,159.000
E01001116,Croydon 013F,E02000206,Croydon 013,E09000008,Croydon,165000,32800,0.092,3.887,0.041,0.268,0.079,0.653,165.000
E01001117,Croydon 015C,E02000208,Croydon 015,E09000008,Croydon,172500,31510,0.078,4.051,0.064,0.317,0.075,0.731,172.500
E01001118,Croydon 020E,E02000213,Croydon 020,E09000008,Croydon,166500,30410,0.119,4.151,0.078,0.245,0.101,0.656,166.500
E01001119,Croydon 034G,E02000227,Croydon 034,E09000008,Croydon,244000,41930,0.026,1.987,0.031,0.255,0.152,0.101,244.000
E01001120,Croydon 033A,E02000226,Croydon 033,E09000008,Croydon,248975,42320,0.036,2.372,0.035,0.299,0.158,0.222,248.975
E01001121,Croydon 039D,E02000232,Croydon 039,E09000008,Croydon,360000,44800,0.032,1.529,0.041,0.346,0.224,0.162,360.000
E01001122,Croydon 033B,E02000226,Croydon 033,E09000008,Croydon,388000,47040,0.039,2.143,0.027,0.407,0.135,0.303,388.000
E01001123,Croydon 033C,E02000226,Croydon 033,E09000008,Croydon,345000,45320,0.039,1.345,0.032,0.308,0.244,0.204,345.000
E01001124,Croydon 033D,E02000226,Croydon 033,E09000008,Croydon,425000,47650,0.038,1.444,0.030,0.393,0.247,0.154,425.000
E01001125,Croydon 033E,E02000226,Croydon 033,E09000008,Croydon,300750,43100,0.057,2.953,0.042,0.292,0.161,0.268,300.750
E01001126,Croydon 034H,E02000227,Croydon 034,E09000008,Croydon,242500,41390,0.034,1.996,0.036,0.248,0.193,0.150,242.500
E01001127,Croydon 025A,E02000218,Croydon 025,E09000008,Croydon,330000,40700,0.049,1.985,0.037,0.297,0.158,0.235,330.000
E01001128,Croydon 025B,E02000218,Croydon 025,E09000008,Croydon,233800,33420,0.109,2.023,0.060,0.201,0.084,0.454,233.800
E01001129,Croydon 026D,E02000219,Croydon 026,E09000008,Croydon,340000,43750,0.032,2.106,0.034,0.322,0.156,0.203,340.000
